lupos_path	reason
src/fs/ext4/inode.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/ext4/inode.c.
src/fs/fat/dir.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/fat/dir.c.
src/fs/fat/fatent.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/fat/fatent.c.
src/fs/fat/inode.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/fat/inode.c.
src/fs/fcntl.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/fcntl.c.
src/fs/hugetlbfs.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/hugetlbfs/inode.c.
src/fs/inode.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/inode.c.
src/fs/isofs/inode.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/isofs/inode.c.
src/fs/kernfs/dir.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/kernfs/dir.c.
src/fs/kernfs/file.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/kernfs/file.c.
src/fs/kernfs/inode.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/kernfs/inode.c.
src/fs/kernfs/mount.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/kernfs/mount.c.
src/fs/libfs.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/libfs.c.
src/fs/mqueue.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/ipc/mqueue.c.
src/fs/namei.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/namei.c.
src/fs/permission.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/namei.c.
src/fs/read_write.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/read_write.c.
src/fs/xattr.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/xattr.c.
src/fs/sysfs/file.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/sysfs/file.c.
src/fs/sysfs/group.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/fs/sysfs/group.c.
src/init/main.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/init/main.c.
src/init/initcall.rs	pending-migration: Source-backed initcall-level slice of vendor/linux/init/main.c; excluded until init/main.c is a complete 1:1 translation.
src/init/start_kernel.rs	pending-migration: Source-backed start_kernel tail-order slice of vendor/linux/init/main.c; excluded until init/main.c is a complete 1:1 translation.
src/io_uring/opdef.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/io_uring/opdef.c.
src/kernel/bpf/syscall.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/kernel/bpf/syscall.c.
src/kernel/futex/syscalls.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/kernel/futex/syscalls.c.
src/kernel/params.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/kernel/params.c.
src/kernel/softirq.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/kernel/softirq.c.
src/kernel/taskstats.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/kernel/taskstats.c.
src/lib/idr.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/lib/idr.c.
src/lib/iomap.rs	pending-migration: Excluded from migrated Linux C map until this is a complete 1:1 translation of vendor/linux/lib/iomap.c.
