rust_file	parity_claim	c_source	rust_lines	verdict	claim_check	cover_pct	patterns	note	risk	best
src/arch/x86/boot/compressed/kaslr.rs	complete	arch/x86/boot/compressed/kaslr.c	1397	FULL	ok	90	P1,P2,P3,P4	KASLR slot selection and memory avoidance logic; struct MemVector fixed to match [start,start+size) semantics per ABI audit comment.		Explicit struct correctness comments cite ABI bugs found and fixed (MemVector end→size).
src/arch/x86/boot/compressed/mem.rs	complete	arch/x86/boot/compressed/mem.c	112	FULL	ok	100	P1,P2,P3	E820 memory table parsing; struct layout and iteration logic exact.		
src/arch/x86/boot/compressed/misc.rs	partial	arch/x86/boot/compressed/misc.c	1582	PARTIAL	ok	50	P1,P2,P3,P11	Decompressor model (ELF parsing, relocation, gzip header); claims partial intentionally—no live runtime (uses Linux asm extractor). Trait seam for I/O/decompression.	gzip_preboot_header assumes caller-provided buffer validity; FNULL string skip can be exhaustive loop on malformed gzip.	
src/arch/x86/boot/compressed/mkpiggy.rs	complete	arch/x86/boot/compressed/mkpiggy.c	91	FULL	ok	90	P3,P4	Build-tool port: renders piggy.S text identically to C mkpiggy; pure string generation with Result error path replacing perror/exit.		Host-tool translation as pure fn returning Result<String> keeps output byte-comparable to C.
src/arch/x86/boot/compressed/mod.rs	partial	arch/x86/boot/compressed	36	INDEX	ok	0		Compressed-stage module aggregator; indexes all decompressor + SEV/TDX utilities.		
src/arch/x86/boot/compressed/pgtable_64.rs	complete	arch/x86/boot/compressed/pgtable_64.c	131	FULL	ok	100	P1,P2,P3,P4	Paging-structure builders; PTE/PMD macros and bit masks faithful to x86_64 ABI.		
src/arch/x86/boot/compressed/sev.rs	complete	arch/x86/boot/compressed/sev.c	127	FULL	ok	100	P1,P2,P4	SEV detection and MSR reading; asm!() for RDMSR and CPUID mirrors Linux instruction sequences.		
src/arch/x86/boot/compressed/sev_handle_vc.rs	complete	arch/x86/boot/compressed/sev-handle-vc.c	79	FULL	ok	100	P1,P2,P3,P4	SEV #VC exception handler; register save/restore and instruction decode logic exact.		
src/arch/x86/boot/compressed/string.rs	complete	arch/x86/boot/compressed/string.c	144	FULL	ok	100	P3,P4,P6	memcpy/memset implementations; match Linux tight loops; unsafe pointer arithmetic unavoidable.		
src/arch/x86/boot/compressed/tdx.rs	complete	arch/x86/boot/compressed/tdx.c	148	FULL	ok	100	P1,P2,P4	TDX SEAMCALL and event-logging logic; asm blocks for TDCALL/SEAMCALL mirror Linux exactly.		
src/arch/x86/boot/compressed/tdx_shared.rs	complete	arch/x86/boot/compressed/tdx-shared.c	57	FULL	ok	100	P1,P2,P3	TDX shared struct layouts and QUOTE error decoding; pure data + bit-math.		
src/arch/x86/boot/cpu.rs	complete	arch/x86/boot/cpu.c	85	FULL	ok	90	P1,P3,P4	CPU feature detection; CPUID leaf queries and feature-flag checking match Linux.		
src/arch/x86/boot/cpucheck.rs	complete	arch/x86/boot/cpucheck.c	907	FULL	ok	85	P1,P2,P3,P4	CPU prerequisite checks (NX, LM, PAE); nested branch logic and error messages reflect Linux enum progression.		
src/arch/x86/boot/cpuflags.rs	complete	arch/x86/boot/cpuflags.c	145	FULL	ok	90	P1,P2,P3	CPUID flag parsing and bit-field accessors; tables of CPUID leaf definitions match.		
src/arch/x86/boot/ctype.rs	complete	arch/x86/boot/ctype.h	88	FULL	ok	100	P1,P3	isdigit/isxdigit/tolower; pure lookup tables and arithmetic match Linux ctype.h.		
src/arch/x86/boot/early_serial_console.rs	complete	arch/x86/boot/early_serial_console.c	363	FULL	ok	90	P1,P3,P4	Serial port I/O and baud-rate initialization; register writes via PortIoOps trait; timing matches.		
src/arch/x86/boot/edd.rs	complete	arch/x86/boot/edd.c	166	FULL	ok	85	P1,P2,P4	EDD BIOS query (drive geometry); register marshaling and struct population mirror edd.c.		
src/arch/x86/boot/io.rs	complete	arch/x86/boot/io.h	206	FULL	ok	90	P1,P4,P5	Port I/O trait and Linux port-list parsing; inb/outb via seam; parse_ports logic exact.		PortIoOps trait abstracts platform-specific I/O and TDX override injection.
src/arch/x86/boot/legacy.rs	partial	arch/x86/boot	106	PARTIAL	ok	30	P1,P8	Stub enums for legacy boot paths (A20, APM, EDD, VESA) + errno returns; Lupos doesn't run in real-mode so thunks are unavailable.		
src/arch/x86/boot/main.rs	stub	arch/x86/boot/main.c	106	STUB	ok	0	P1	Const definitions and BootStep enum; documents Linux main() sequence as ABI reference, not runtime implementation.		
src/arch/x86/boot/memory.rs	complete	arch/x86/boot/memory.c	298	FULL	ok	85	P1,P2,P3,P4	E820 memory-region detection via BIOS; traits for BIOS and memory-table callback mirror Linux indirection.		
src/arch/x86/boot/mkcpustr.rs	complete	arch/x86/boot/mkcpustr.c	69	FULL	ok	100	P1,P3,P4	CPUID string marshaling (family/model/stepping extraction); pure bit-math matches Linux.		
src/arch/x86/boot/mod.rs	partial	arch/x86/boot	50	INDEX	ok	0		Real-mode setup module aggregator; reexports all boot submodules as ABI fidelity reference.		
src/arch/x86/boot/pm.rs	complete	arch/x86/boot/pm.c	118	FULL	ok	100	P1,P3,P4	Protected-mode transition helper (IRQ/gate setup); register bit-banging exactly matches boot.c.		
src/arch/x86/boot/printf.rs	complete	arch/x86/boot/printf.c	535	FULL	ok	90	P1,P3,P4	Format-string parser (%%d/%%x/%%s/%%c); loop logic and radix arithmetic faithful to Linux printf.c.		
src/arch/x86/boot/regs.rs	complete	arch/x86/boot/regs.c	35	FULL	ok	100	P1,P2,P3	Register initialization helper; trivial struct-zero operation, no logic.		
src/arch/x86/boot/startup/gdt_idt.rs	complete	arch/x86/boot/startup/gdt_idt.c	107	FULL	ok	100	P1,P2,P3,P4	GDT/IDT descriptor building; gate struct bit-layouts and gdt_entry initialization exact.		
src/arch/x86/boot/startup/map_kernel.rs	complete	arch/x86/boot/startup/map_kernel.c	633	FULL	ok	90	P1,P2,P3,P4	Page-table builder for protected/long mode; paging structure iteration and bit-field calculation faithful.	Assumes caller provides valid memory ranges for page-table allocation; no range validation.	
src/arch/x86/boot/startup/mod.rs	partial	arch/x86/boot/startup	14	INDEX	ok	0		Startup-stage module aggregator; GDT/IDT, page-table setup, SEV/SME paths.		
src/arch/x86/boot/startup/sev_shared.rs	complete	arch/x86/boot/startup/sev-shared.c	123	SHELL	over	5	P1,P2,P11	Reexports + shallow const/struct wrappers only. The C file has 762 lines of functional code (GHCB/MSR/SVSM logic); Rust exposes only opcodes & data shapes.	Silent subset: core SVSM call/MSR-protocol functions absent.	
src/arch/x86/boot/startup/sev_startup.rs	complete	arch/x86/boot/startup/sev-startup.c	102	PARTIAL	ok	15	P3,P4	Pure decision-tree logic extracted: snp_active/early_snp_init_decision. Tests verify enum dispatch, not actual boot flow. No CC-blob validation beyond addr/valid checks.		
src/arch/x86/boot/startup/sme.rs	complete	arch/x86/boot/startup/sme.c	128	PARTIAL	ok	20	P1,P3	Constants + pure math (c_bit_position, c_bit_mask) + mode enum dispatch. No pagetable rewriting or real SME state machine.		
src/arch/x86/boot/string.rs	complete	arch/x86/boot/string.c	200	FULL	ok	100	P4,P5	Faithful memcmp/strcmp/strncmp/strnlen/simple_strtoull all present. Rust slice handling replaces pointer ops cleanly.		Idiomatic use of .get() and early return; avoids C-style manual bounds.
src/arch/x86/boot/tty.rs	complete	arch/x86/boot/tty.c	216	FULL	ok	95	P4,P5	BIOS caller + UART seams correctly thread real-mode code. serial_putchar/bios_putchar/putchar/getchar/kbd_pending/gettime all present with proper sequencing.		
src/arch/x86/boot/version.rs	complete	arch/x86/boot/version.c	35	CONSTS	ok	5	P1	Single const VERSION_STRING only. Pure metadata with no logic.		
src/arch/x86/boot/vesa.rs	complete	arch/x86/boot/vesa.h	230	SHELL	ok	12	P1,P2	VESA mode table and adapter constants, struct translations. No mode-setting or BIOS-call sequencing logic.		
src/arch/x86/boot/video.rs	partial	arch/x86/boot/video.c	1525	PARTIAL	ok	35	P2,P3,P4	Video mode detection dispatched through state machine (VideoState). Main set_video helpers present but 1525 Rust lines vs 99 functions in C—significant simplification claimed as complete.		
src/arch/x86/boot/video_bios.rs	partial	arch/x86/boot/video-bios.c	566	PARTIAL	ok	40	P3,P4,P5	BIOS INT 10h mode queries (get_mode_info, set_mode, get_cursor) faithfully translated. Missing: full mode-table iteration and fallback logic for unsupported cards.	Subset: only handles successful BIOS paths; no graceful degradation.	
src/arch/x86/boot/video_mode.rs	partial	arch/x86/boot/video-mode.c	545	PARTIAL	ok	30	P3,P5	Mode parsing and resolution matching (find_mode_in_table, get_mode_line, etc). Rust pattern-matching replaces C struct walks cleanly.		Idiomatic Result<> for mode-not-found vs C's silent index 0xFFFF.
src/arch/x86/boot/video_vesa.rs	partial	arch/x86/boot/video-vesa.c	1127	PARTIAL	ok	25	P3,P4	VESA INT 10h AH=4Fh call sequences (get_info, get_mode_info, set_mode). Excludes: EDI heap building, BIOS memory accesses, full callback chain.		
src/arch/x86/boot/video_vga.rs	partial	arch/x86/boot/video-vga.c	837	PARTIAL	ok	30	P3,P4,P5	VGA register sequences (set_attr, set_crtc, set_seq, set_gdc, set_misc). Simplified memory-access model via PortIoOps seam.		
src/arch/x86/coco/core.rs	complete	arch/x86/coco/core.c	221	FULL	ok	90	P4,P5	cc_platform_has/cc_mkenc/cc_mkdec logic complete. Atomic state storage (CcVendor/CcPlatformState) mirrors C's volatile globals correctly.		
src/arch/x86/coco/mod.rs	complete	arch/x86/coco	18	INDEX	ok	0		Aggregator/mod.rs file. Skipped.		
src/arch/x86/coco/sev/core.rs	complete	arch/x86/coco/sev/core.c	6928	PARTIAL	ok	50	P3,P4	Large (6928 lines, 275 functions). Substantial logic: VMGEXIT sequences, PVALIDATE, PSC batching, GHCB state. Heavy use of 'plan' structs to avoid I/O; functions exist but are decoupled from actual hardware calls.	P11 silent subset: GHCB serialization/deserialization not shown; actual VMGEXIT dispatch in tests only.	
src/arch/x86/coco/sev/internal.rs	complete	arch/x86/coco/sev/internal.h	162	SHELL	under	10	P1,P2,P3	C file is internal.h (not .c); Rust mirrors structs & const helpers (sev_es_rd_ghcb_msr, svsm_get_caa_plan). Claim is 'complete' but only data + pure math.		
src/arch/x86/coco/sev/mod.rs	complete	arch/x86/coco/sev	18	INDEX	ok	0		Aggregator/mod.rs file. Skipped.		
src/arch/x86/coco/sev/noinstr.rs	complete	arch/x86/coco/sev/noinstr.c	89	FULL	ok	80	P4,P5	Early boot code: sev_snp_needs_sfw/cpuid_table_copy/get_hv_features/svsm_process_result_codes. All present as pure Rust.		
src/arch/x86/coco/sev/svsm.rs	complete	arch/x86/coco/sev/svsm.c	1251	STUB	under	10	P8,P11	C file claims 1251 lines but is not in vendor/linux (c_exists=no). Rust file has 70 functions but appears to be stubs/plans without actual SVSM call logic.	P10 P11: referenced C file absent; stale/hallucinated reference.	
src/arch/x86/coco/sev/vc_handle.rs	complete	arch/x86/coco/sev/vc-handle.c	2720	PARTIAL	ok	55	P3,P4	2720-line C file; Rust has 120 functions. VC handler dispatches (insn emulation, MSR/CPUID handlers) present as 'plans' but actual CPU state mutation is plumbed through seams, not inline.	Behavior divergence risk: insn simulation may differ from real CPU on edge cases (flags, register state).	
src/arch/x86/coco/sev/vc_shared.rs	complete	arch/x86/coco/sev/vc-shared.c	2305	PARTIAL	ok	60	P3,P4,P5	2305-line C file; 130 Rust functions. GHCB layout, MSR/CPUID definitions, shared state. Substantial but plan-driven: test assertions check requests/responses, not live GHCB I/O.		Clear Ghcb struct with indexed field access; cleaner than C void* casts.
src/arch/x86/coco/tdx/debug.rs	complete	arch/x86/coco/tdx/debug.c	112	SHELL	ok	15	P1,P3	Constants (TDX VMCALL opcodes) + debug helpers. Pure metadata; no TDX call sequencing.		
src/arch/x86/coco/tdx/mod.rs	complete	arch/x86/coco/tdx	14	INDEX	ok	0		Aggregator/mod.rs file. Skipped.		
src/arch/x86/coco/tdx/tdx_guest.rs	complete	arch/x86/coco/tdx/tdx.c	3448	PARTIAL	ok	45	P3,P4	3448-line C file; 150 Rust functions. TDX guest VMCALL orchestration (GetQuote, GetReport, SetupEventNotify, etc). 'Plans' defer to test harness; no live TDX runtime in the port.	P11 silent subset: CPUID RDMSR handoff and actual event dispatch absent.	
src/arch/x86/coco/tdx/tdx_shared.rs	complete	arch/x86/coco/tdx/tdx-shared.c	213	PARTIAL	ok	40	P2,P3	Shared TDX structures and constants. Metadata transport but no TDX-specific event logic.		
src/arch/x86/crypto/aegis128_aesni_glue.rs	complete	arch/x86/crypto/aegis128-aesni-glue.c	330	SHELL	ok	20	P1,P2,P3	Crypto algorithm metadata: AegisCtx, AegisBlock, setkey/setauthsize validation. No actual encrypt/decrypt; that's in the architecture-specific _asm modules (not ported).		
src/arch/x86/crypto/aesni_intel_glue.rs	partial	arch/x86/crypto/aesni-intel_glue.c	591	PARTIAL	ok	25	P1,P2,P3	591-line C file; 16 Rust functions. Constants and validation, no ECB/CBC/CTR mode implementations.	P11: Incomplete cipher mode coverage; tests may check only setkey paths.	
src/arch/x86/crypto/aria_aesni_avx2_glue.rs	complete	arch/x86/crypto/aria_aesni_avx2_glue.c	337	SHELL	ok	15	P1,P2	ARIA algorithm metadata structs. Pure declaration, no encrypt/decrypt stubs even.		
src/arch/x86/crypto/aria_aesni_avx_glue.rs	complete	arch/x86/crypto/aria_aesni_avx_glue.c	298	SHELL	ok	15	P1,P2	ARIA algorithm metadata. Same scope as avx2 variant.		
src/arch/x86/crypto/blowfish_glue.rs	complete	arch/x86/crypto/blowfish_glue.c	405	SHELL	ok	15	P1,P2,P3	Blowfish metadata and setkey. Test-only encryption; actual ECB/CBC are in _asm.		
src/arch/x86/crypto/camellia_glue.rs	partial	arch/x86/crypto/camellia_glue.c	258	PARTIAL	ok	20	P1,P2,P3	258-line C file; 7 Rust functions. Constants and key setup; no mode handlers.	P11: Mode subset; claim vs reality mismatch on comprehensive encryption.	
src/arch/x86/crypto/cast5_avx_glue.rs	complete	arch/x86/crypto/cast5_avx_glue.c	177	SHELL	over	0	P1,P2,P7	Constants + struct shapes only; no crypto_register_skciphers impl. Tests assert on C source strings (parity theater).	Claims complete but lacks kernel registration plumbing.	
src/arch/x86/crypto/cast6_avx_glue.rs	complete	arch/x86/crypto/cast6_avx_glue.c	177	SHELL	over	0	P1,P2,P7	Identical pattern to cast5: metadata structs, no registration logic.	Same parity theater via source-text tests.	
src/arch/x86/crypto/mod.rs	complete	arch/x86/crypto	423	INDEX	ok	0		Aggregator with pub mod declarations and metadata enums for x86 accelerated crypto.		Clear CPU-feature capability enum (X86CryptoGlueInfo) with zero-cost const functions.
src/arch/x86/crypto/serpent_avx2_glue.rs	complete	arch/x86/crypto/serpent_avx2_glue.c	195	SHELL	over	0	P1,P2,P7	Mirrors data shapes (SerpentAvx2SkcipherAlg). No ECB/CBC walk macro expansions. Tests extract C strings.		
src/arch/x86/crypto/serpent_avx_glue.rs	complete	arch/x86/crypto/serpent_avx_glue.c	200	SHELL	over	0	P1,P2,P7	Same SHELL pattern. Avoids C's ECB_WALK_START/ECB_BLOCK macros entirely.		
src/arch/x86/crypto/serpent_sse2_glue.rs	complete	arch/x86/crypto/serpent_sse2_glue.c	189	SHELL	over	0	P1,P2,P7	Consistent SHELL across serpent variants. No plumbing logic.		
src/arch/x86/crypto/twofish_avx_glue.rs	complete	arch/x86/crypto/twofish_avx_glue.c	199	SHELL	over	0	P1,P2,P7	Data shapes + consts. Smaller glue than cast/serpent but no functional logic.		
src/arch/x86/crypto/twofish_glue.rs	complete	arch/x86/crypto/twofish_glue.c	100	SHELL	over	0	P1,P2,P7	Smallest crypto glue (100 lines). Only const factory + init stub returning EOPNOTSUPP.		Idiomatic use of Result<T, i32> for init/fini decision logic.
src/arch/x86/crypto/twofish_glue_3way.rs	complete	arch/x86/crypto/twofish_glue_3way.c	232	SHELL	over	0	P1,P2,P7	3-way parallel variant; same SHELL structure as other twofish files.		
src/arch/x86/entry/common.rs	complete	arch/x86/entry/common.c	182	PARTIAL	ok	30	P3,P5	Pure decision logic for KVM entry dispatch (FRED vs IDT, EXTINT vs NMI). No actual handler calls.		Enum-based dispatch (FredAction) replaces C's implicit function pointer chain.
src/arch/x86/entry/entry_fred.rs	partial	arch/x86/entry/entry_fred.c	446	PARTIAL	ok	25	P3	FRED routing decisions (event_type to FredAction enum). Claims partial; handlers not called. 446 lines of routing enums/consts.	Silent subset: routing decided but no exc_page_fault/do_syscall_64 calls; KVM path unimplemented.	
src/arch/x86/entry/mod.rs	partial	arch/x86/entry	30	INDEX	ok	0		Minimal mod aggregator (30 lines). Declares entry point submodules.		
src/arch/x86/entry/sys_ia32.rs	complete	arch/x86/entry	148	PARTIAL	ok	15	P1,P2,P3	IA32 errno definitions + flag checks. No actual ia32 syscall dispatch (DIR source).	Targets DIR not file; source is arch/x86/entry dir structure, not a single .c file.	
src/arch/x86/entry/sys_ni.rs	complete	arch/x86/entry	17	STUB	ok	5	P1,P8	Single unimplemented syscall stub (sys_ni_syscall returning -ENOSYS via errno const.		Explicit stub acknowledgment via verdict.
src/arch/x86/entry/syscall.rs	partial	arch/x86/entry	1770	PARTIAL	under	40	P3,P11	1770-line DIR: dispatch match for 55 syscalls with 83 unsafe lines. But only subset of Linux syscalls covered. High TODO count (3).	Silent subset: headers claim 55 syscalls but DIR covers only ~40% of actual syscall table; many stubs unimplemented.	
src/arch/x86/entry/syscall_32.rs	partial	arch/x86/entry/syscall_32.c	529	PARTIAL	ok	35	P3,P4	Pure helpers: prepare_int80_regs, do_fast_syscall_32_exit, ia32_sys_call. Faithful translation but Syscall32Env trait lacks prod impl.	Orchestration seam incomplete; real APIC/uaccess/syscall table not wired yet.	
src/arch/x86/entry/syscall_table.rs	complete	arch/x86/entry	478	PARTIAL	ok	20	P1,P11	478-line DIR: const SYS_CALL_TABLE struct. 5 named syscall mappings. Many slots still -ENOSYS.	Incomplete coverage: declares table but many slots unimplemented.	
src/arch/x86/entry/syscall_wrappers.rs	partial	arch/x86/entry	4028	PARTIAL	under	18	P3,P11	4028-line wrapper collection: 370 __x86_64_sys_* wrappers. But only wraps implemented syscalls; long tail maps to sys_ni. 1047 unsafe lines.	Silent subset: claims wraps all syscalls but actually ~18% coverage; remaining slots return ENOSYS. High unsafe complexity.	
src/arch/x86/entry/thunk.rs	complete	arch/x86/entry/thunk.S	183	PARTIAL	ok	22	P3,P4	8 inline asm thunks + saveall/restore. Mirrors thunk.S entry logic faithfully. 10 unsafe lines for asm glue.		Clean separation of asm boundary via unsafe blocks.
src/arch/x86/entry/vdso/common/mod.rs	partial	arch/x86/entry/vdso/common	10	INDEX	ok	0		Minimal VDSO index (10 lines, 0 functions). No C source (claimed DIR).		
src/arch/x86/entry/vdso/common/vclock_gettime.rs	complete	arch/x86/entry/vdso/common/vclock_gettime.c	144	SHELL	over	10	P1,P2	VDSO vclock_gettime: consts + clock_gettime_mono logic but marked complete. No C exists (c_exists=no).	Targets non-existent C file; scope mismatch (VDSO is assembly-driven, not C).	
src/arch/x86/entry/vdso/common/vgetcpu.rs	complete	arch/x86/entry/vdso/common/vgetcpu.c	42	CONSTS	ok	5	P1	VDSO vgetcpu: just constants (42 lines). No source C.		Clearly const-only; verdict accurate.
src/arch/x86/entry/vdso/extable.rs	complete	arch/x86/entry/vdso/extable.c	103	PARTIAL	ok	30	P3,P4	Exception table layout + repair logic. 3 functions. Translates C struct walk into Rust iterators.		Safe iterator over raw extable entries replaces manual C pointer arithmetic.
src/arch/x86/entry/vdso/mod.rs	partial	arch/x86/entry/vdso	20	INDEX	ok	0		VDSO module aggregator (20 lines).		
src/arch/x86/entry/vdso/vdso32/mod.rs	partial	arch/x86/entry/vdso/vdso32	10	INDEX	ok	0		VDSO32 index (10 lines).		
src/arch/x86/entry/vdso/vdso32/vclock_gettime.rs	complete	arch/x86/entry/vdso/vdso32/vclock_gettime.c	41	PARTIAL	ok	25	P3	32-bit vclock_gettime. 2 functions (clock read + gettimeofday). Pure logic but kernel seams stubbed (NO_SEQLOCK).	Kernel time-sealing logic incomplete; assumes testable pure vclock reads.	
src/arch/x86/entry/vdso/vdso32/vgetcpu.rs	complete	arch/x86/entry/vdso/vdso32/vgetcpu.c	35	PARTIAL	ok	20	P1,P3	32-bit vgetcpu: constants + cpu encoding logic. 2 functions.		Encodes CPU affinity as Rust bitfield operation replaces C's u32 manipulation.
src/arch/x86/entry/vdso/vdso32_setup.rs	complete	arch/x86/entry/vdso/vdso32-setup.c	207	PARTIAL	ok	40	P3,P4	VDSO32 setup: 13 functions (elf_create_vdso32, vdso32_size, etc.). Handles page mapping + mm plumbing. No x32 ABI support.	x32 syscall ABI not fully wired; assumes 32-bit compat ABI shape.	
src/arch/x86/entry/vdso/vdso64/mod.rs	partial	arch/x86/entry/vdso/vdso64	12	INDEX	ok	0		VDSO64 index (12 lines).		
src/arch/x86/entry/vdso/vdso64/vclock_gettime.rs	complete	arch/x86/entry/vdso/vdso64/vclock_gettime.c	41	PARTIAL	ok	25	P3	64-bit vclock_gettime. 2 functions. Pure clock reads. No C source (c_exists=no).	C source doesn't exist in Linux; VDSO is asm-driven. Risk of scope misalignment.	
src/arch/x86/entry/vdso/vdso64/vgetcpu.rs	complete	arch/x86/entry/vdso/vdso64/vgetcpu.c	35	PARTIAL	ok	20	P1,P3	64-bit vgetcpu: consts + cpu encoding. 2 functions, same pattern as 32-bit.		
src/arch/x86/entry/vdso/vdso64/vgetrandom.rs	complete	arch/x86/entry/vdso/vdso64/vgetrandom.c	118	PARTIAL	ok	30	P3	VDSO getrandom (6 functions). Pure RNG state machine. 118 lines. No C source (c_exists=no).		
src/arch/x86/entry/vsyscall/mod.rs	partial	arch/x86/entry/vsyscall	8	INDEX	ok	0		Vsyscall aggregator (8 lines).		
src/arch/x86/entry/vsyscall/vsyscall_64.rs	complete	arch/x86/entry/vsyscall/vsyscall_64.c	912	FULL	ok	70	P3,P4,P5	912 lines: 74 functions. Gettimeofday/time/getcpu emulation with PtRegs plumbing. Seams wired to KernelVsyscallEnv trait. Result<> replaces errno. 17 unsafe blocks for uaccess.	Assumes gate area range model; static vm_area_struct conversion cost.	Trait seam (KernelVsyscallEnv) cleanly separates host tests from kernel plumbing. Result<> error handling.
src/arch/x86/events/amd/brs.rs	complete	arch/x86/events/amd/brs.c	766	PARTIAL	ok	45	P1,P2,P3	Branch sampling model: 42 functions + MSR encoding logic. Pure decode/encode helpers (amd_brs_sample_data, brs_poison_value, etc.). Kernel perf registration not connected.		Bitfield constants + decode helpers translate C bit manipulation idiomatically.
src/arch/x86/events/amd/core.rs	stub	arch/x86/events/amd/core.c	55	STUB	ok	5	P2,P8	Marked STUB (out-of-scope). Enum-based AMD PMU capability reporting (counters, IBS, BranchStack). No event handling.		Clear stub acknowledgment; no false completeness.
src/arch/x86/events/amd/ibs.rs	stub	arch/x86/events/amd/ibs.c	68	STUB	ok	8	P2,P8	IBS model marked STUB. Enum + encoding helpers only. ibs_programming_errno() returns -EOPNOTSUPP.		Idiomatic const encoding function.
src/arch/x86/events/amd/iommu.rs	complete	arch/x86/events/amd/iommu.c	790	COMPLETE	ok	65	P3,P4	790 lines: 33 functions. IOMMU event sampling (perf pmu control, MSR config). Mostly pure sampling logic but perf registration stubs.		
src/arch/x86/events/amd/lbr.rs	complete	arch/x86/events/amd/lbr.c	913	COMPLETE	ok	60	P3,P4	913 lines: 34 functions. LBR stack sampling. Deep MSR state machine but perf subsystem not integrated. 100 consts (many bit flags).	High const count suggests copy-paste of C bit flags; C-ism carryover (P6 pattern).	
src/arch/x86/events/amd/mod.rs	partial	arch/x86/events/amd	20	PARTIAL	ok	0		20-line AMD events aggregator. Declares brs, core, ibs, iommu, lbr, power, uncore submodules.		
src/arch/x86/events/amd/power.rs	complete	arch/x86/events/amd/power.c	442	COMPLETE	ok	55	P3,P4	442 lines: 24 functions. Power event sampling (energy counters). MSR encode/decode logic faithful but registration incomplete.		Enum-based power state machine (PowerEventState variants) replaces C's switch/goto.
src/arch/x86/events/amd/uncore.rs	stub	arch/x86/events/amd/uncore.c	50	STUB	ok	5	P2,P8	Uncore PMU marked STUB. 50 lines, 2 functions. Uncore capability checks only.		
src/arch/x86/events/core.rs	stub	arch/x86/events/core.c	178	SHELL	ok	10	P1,P2,P3	Mostly data shapes, minimal logic (178L).		
src/arch/x86/events/intel/bts.rs	complete	arch/x86/events/intel/bts.c	1280	PARTIAL	over	45	P3,P4	Event/buffer logic present but claims exceed C coverage (1280L, 34 fns).	Large C file; Rust covers subset of init/config paths, misses runtime handlers.	
